
country,area_name,aoi_category,longitude,latitude,year,biomass_mg_ha,s2_B1,s2_B2,s2_B3,s2_B4,s2_B5,s2_B6,s2_B7,s2_B8,s2_B8A,s2_B9,s2_B11,s2_B12,s2_AOT,s2_WVP,s2_SCL,s2_TCI_R,s2_TCI_G,s2_TCI_B,s2_NDVI,s2_EVI,s2_NDWI
Brazil,Amazonas,Stable_Forest,-58.30986967101917,-11.3024681574992,2020,156.864746,230.0,252.0,437.0,337.0,827.0,2161.0,2805.0,2571.0,3110.0,2851.0,1572.0,681.0,69.0,2741.0,4.0,35.0,45.0,26.0,0.7682256102561951,2.065458579881657,-0.7094414830207825
Brazil,Amazonas,Stable_Forest,-62.91157954544983,-9.661695291054896,2020,0.6983460187911987,384.0,330.5,514.0,364.0,935.5,2197.5,2659.0,2363.5,2911.0,2145.5,1546.5,739.0,77.0,3761.0,4.0,37.5,52.5,34.0,0.7330889105796814,2.4151467568546927,-0.6427454352378845
Brazil,Amazonas,Stable_Forest,-56.76126395272553,-10.127741260456103,2020,213.3060302734375,139.0,189.0,362.0,192.0,590.5,1969.0,2540.5,2790.0,2844.5,3047.5,1373.0,562.0,64.0,2850.5,4.0,20.0,37.5,20.0,0.8712273836135864,2.5717679667392597,-0.7703045606613159
Brazil,Amazonas,Stable_Forest,-62.7317368255691,-5.770912132476424,2020,69.788109,266.0,292.0,485.5,245.5,836.5,2493.5,3096.0,3123.0,3492.0,3208.5,1525.0,570.0,384.0,3692.0,4.0,25.0,49.5,29.5,0.8542377948760986,2.988678853344412,-0.7309131026268005
Brazil,Amazonas,Stable_Forest,-56.17295727315565,-11.210570503933774,2020,23.23027229309082,222.0,258.0,503.0,289.0,865.0,2233.0,2681.5,2747.0,2952.5,2878.0,1625.5,723.5,62.0,2113.0,4.0,29.5,51.0,27.0,0.8096179366111755,2.4126423243031017,-0.6904615163803101
Brazil,Amazonas,Stable_Forest,-60.16794500469199,-11.927246437604328,2020,41.036319732666016,146.0,187.0,380.0,207.0,673.0,2063.0,2587.0,2712.0,2877.0,2878.0,1356.0,551.0,62.0,2184.0,4.0,21.0,39.0,19.0,0.8581706285476685,2.453476983349657,-0.7542043924331665
Brazil,Amazonas,Stable_Forest,-63.15915523775317,-12.018694933527696,2020,42.74636459350586,255.0,313.0,442.0,272.0,758.0,2153.0,2666.0,2640.0,3014.0,2886.0,1441.0,572.0,199.0,3289.0,4.0,27.0,45.0,32.0,0.8131868243217468,3.074526097117632,-0.7131732702255249
Brazil,Amazonas,Stable_Forest,-56.01718940288933,-10.782523271050822,2020,165.883316,216.0,223.5,385.0,230.0,782.0,2182.0,2878.5,2890.0,3158.0,3053.0,1425.0,589.0,66.0,2329.0,4.0,23.5,39.5,23.0,0.8525640964508057,2.5628673282589842,-0.7648854851722717
Brazil,Amazonas,Stable_Forest,-63.237578162056806,-6.000970676739433,2020,196.435059,253.5,261.5,408.0,245.5,713.5,1949.0,2569.0,2464.0,2926.5,3043.0,1362.5,557.5,324.0,3846.5,4.0,25.5,42.0,27.0,0.8187857270240784,2.805741747818389,-0.7158774137496948
Brazil,Amazonas,Stable_Forest,-61.26568628188604,-8.382673989525522,2020,180.742477,191.5,234.0,450.5,240.0,699.0,2290.5,2972.0,3357.0,3357.5,3161.0,1618.0,660.0,71.0,3133.0,4.0,25.0,46.0,24.0,0.8665554523468018,2.560795267827802,-0.7633618116378784
Brazil,Amazonas,Stable_Forest,-56.953593255055516,-10.9214028139757,2020,29.819026947021484,154.5,200.5,412.25,227.0,808.3333333333334,2095.0,2538.25,2521.0,2829.0,2898.6666666666665,1368.0,561.0,63.0,2631.0,4.0,24.0,42.5,21.0,0.8347889184951782,2.409410776178973,-0.7189124822616577
Brazil,Amazonas,Stable_Forest,-61.519280686592985,-11.423830552383748,2020,11.55144214630127,444.0,555.5,804.0,1053.0,1272.5,2202.5,2485.5,2804.0,2875.0,3006.0,2731.5,1676.0,82.0,2831.5,4.0,107.0,82.0,57.5,0.4539797902107239,0.8831391536793263,-0.5543237328529358
Brazil,Amazonas,Stable_Forest,-62.671100543891036,-10.18469444946928,2020,148.43511962890625,244.0,236.0,419.0,242.0,732.0,2197.0,2871.0,2768.0,3231.0,2919.0,1455.0,617.0,81.0,3142.0,4.0,25.0,44.0,24.0,0.8392026424407959,2.576499388004896,-0.7370567917823792
Brazil,Amazonas,Stable_Forest,-55.09740438347935,-10.209308288254155,2020,11.114139556884766,437.0,628.0,910.0,1290.0,1650.0,2260.0,2533.0,2632.0,2971.0,2977.0,3486.0,2238.0,64.0,2365.0,5.0,132.0,92.0,64.0,0.3421723544597626,0.592442168461946,-0.48616600036621094
Brazil,Amazonas,Stable_Forest,-55.30365757271319,-4.726081625517009,2020,259.678711,143.0,217.0,452.0,231.0,753.0,2506.0,3246.0,3630.0,3617.0,3243.0,1652.0,664.0,58.0,3393.0,4.0,24.0,46.0,23.0,0.8803418874740601,2.507006933175985,-0.7785399556159973
Brazil,Amazonas,Stable_Forest,-61.04182611308346,-8.407377659838808,2020,145.658218,259.0,223.0,399.0,247.0,672.0,2137.0,2689.0,2708.0,3157.0,3150.0,1540.0,665.0,82.0,3132.0,4.0,26.0,41.0,23.0,0.8328257203102112,2.4429223744292234,-0.743160605430603
Brazil,Amazonas,Stable_Forest,-58.03750047687413,-7.429830967659944,2020,43.97358322143555,160.0,196.0,448.0,220.0,790.0,2613.0,3340.0,3522.0,3719.0,3680.0,1776.0,696.0,65.0,3265.0,4.0,23.0,46.0,20.0,0.8824158310890198,2.4473762229469314,-0.7743073105812073
Brazil,Amazonas,Stable_Forest,-64.29318845242565,-11.529652092853029,2020,52.05066680908203,288.0,295.0,368.0,244.0,649.0,2072.0,2665.0,2088.0,3091.0,3251.0,1568.0,650.0,99.0,3155.0,4.0,25.0,38.0,30.0,0.7907375693321228,3.4390152928011934,-0.7003257274627686
Brazil,Amazonas,Stable_Forest,-58.35361762535579,-4.691945644720467,2020,323.401306,190.5,256.0,446.5,271.0,786.0,2235.5,2716.0,2795.0,3034.5,3054.0,1409.5,589.5,75.0,3718.0,4.0,27.5,46.5,26.5,0.8232224583625793,2.521982414068745,-0.7245102524757385
Brazil,Amazonas,Stable_Forest,-61.629414140426036,-3.9719459444986702,2020,85.4432601928711,279.5,293.5,474.0,252.0,702.5,2112.0,2677.5,3007.5,2975.0,3348.5,1404.0,580.5,190.5,3527.0,4.0,25.5,49.0,31.5,0.8453750610351562,2.9702490029104234,-0.7277035713195801
Brazil,Amazonas,Stable_Forest,-57.65329102985621,-4.427481625075679,2020,147.758713,281.0,337.0,525.0,324.0,801.0,2278.0,2970.0,3122.0,3311.0,3122.0,1519.0,639.0,120.0,3512.0,4.0,34.0,55.0,36.0,0.8119558691978455,2.7544792281945263,-0.7120921015739441
Brazil,Amazonas,Stable_Forest,-61.84626745001249,-8.774968274100516,2020,11.29677963256836,321.0,341.0,483.0,501.0,870.0,1496.0,1732.0,1534.0,2025.0,1986.0,2064.0,1124.0,65.0,3061.0,4.0,51.0,50.0,36.0,0.5076166987419128,1.3019914292916561,-0.5210708975791931
Brazil,Amazonas,Stable_Forest,-55.393129775011495,-4.26641369463305,2020,274.418945,349.0,319.0,463.0,260.0,792.0,2467.0,2957.0,2856.0,3369.0,3349.0,1480.0,602.0,70.0,3567.0,4.0,27.0,48.0,33.0,0.8331193923950195,3.2057298098295877,-0.7210003137588501
Brazil,Amazonas,Stable_Forest,-62.28257918350934,-8.533680788786013,2020,0.14778000116348267,277.0,275.0,486.5,286.0,820.5,2350.5,2746.5,2780.0,3027.5,2962.0,1400.5,560.5,66.0,3508.0,4.0,30.5,51.0,28.5,0.8134377002716064,2.561100842062025,-0.7021276354789734
Brazil,Amazonas,Stable_Forest,-60.54586624472107,-11.07600287437267,2020,142.757599,207.0,231.0,431.0,215.0,625.0,1966.0,2594.0,3176.0,2997.0,2807.0,1325.0,538.0,70.0,2702.0,4.0,22.0,45.0,24.0,0.8731937408447266,2.7070762479429513,-0.7610202431678772
Brazil,Amazonas,Stable_Forest,-55.39519590016497,-7.889498898543903,2020,0.9198619723320007,502.0,572.5,853.5,1167.0,1644.0,2132.0,2445.0,2529.5,2873.0,2937.5,4006.5,2467.0,72.0,2488.5,5.0,118.0,87.0,58.0,0.36859190464019775,0.6502028155571462,-0.4954182803630829
Brazil,Amazonas,Stable_Forest,-61.06374500601598,-8.022180066008357,2020,155.564453,187.5,220.0,365.0,201.0,723.5,2256.0,2851.5,2671.0,3204.5,3174.0,1503.5,608.5,63.0,3426.0,4.0,20.5,37.0,22.5,0.8600278496742249,2.771543985637343,-0.7595520615577698
Brazil,Amazonas,Stable_Forest,-63.734166851118076,-9.403249983813708,2020,83.500343,371.0,334.0,525.0,294.0,710.0,2123.0,2748.0,3042.0,3031.0,3124.0,1555.0,655.0,100.0,3188.0,4.0,29.0,55.0,36.0,0.8237410187721252,2.9843614248479584,-0.7056350111961365
Brazil,Amazonas,Stable_Forest,-55.68678904139016,-6.011660628620455,2020,177.298935,260.0,249.0,425.0,281.5,707.5,2154.5,2664.5,2621.0,2991.0,2827.0,1657.5,737.5,64.0,3100.0,4.0,29.0,44.0,26.0,0.8060292601585388,2.3935952527112745,-0.7209454774856567
Brazil,Amazonas,Stable_Forest,-56.50874752635953,-7.491006238508484,2020,232.790436,171.0,196.0,306.0,203.0,637.0,2259.0,3051.0,2578.0,3353.0,3436.0,1330.0,553.0,57.0,3058.0,4.0,21.0,31.0,20.0,0.8540093302726746,2.5515685431886546,-0.7877947092056274
Brazil,Amazonas,Stable_Forest,-57.95368766086578,-7.718818994561194,2020,180.704041,201.0,233.0,405.0,230.0,714.0,2145.0,2702.0,2544.0,3163.0,3190.0,1572.0,642.0,64.0,3249.0,4.0,24.0,43.0,25.0,0.8341744542121887,2.656716417910448,-0.7253305912017822
Brazil,Amazonas,Stable_Forest,-56.28336022157394,-9.910977782398062,2020,77.849571,468.5,720.0,1068.0,1480.0,1860.5,2286.5,2650.0,2906.0,3147.0,2867.0,3933.5,2513.0,69.0,2313.0,5.0,151.0,109.0,73.5,0.32512539625167847,0.5581650227023642,-0.4625062942504883
Brazil,Amazonas,Stable_Forest,-59.70118038306349,-6.524329161267467,2020,182.833649,257.0,309.0,518.0,294.0,794.0,2361.0,3132.0,3147.0,3356.0,3233.0,1446.0,594.0,65.0,3574.5,4.0,30.0,53.0,33.0,0.8291194438934326,2.7490846020427826,-0.7173260450363159
Brazil,Amazonas,Stable_Forest,-55.792969907973095,-11.923383681882614,2020,7.835864067077637,213.0,192.0,366.0,187.0,626.0,2025.0,2562.0,2608.0,2777.0,2886.0,1429.0,635.0,63.0,2119.0,4.0,19.0,38.0,20.0,0.8661895990371704,2.6418594500218244,-0.7538668513298035
Brazil,Amazonas,Stable_Forest,-56.225688380333466,-11.041777062047716,2020,0.0003440000000409782,427.0,798.0,1220.0,1797.0,2130.0,2750.5,3068.0,3278.0,3454.5,3389.5,3833.0,2537.0,62.0,2145.0,5.0,182.5,124.5,82.0,0.2918226718902588,0.45845715700842,-0.4575366973876953
Brazil,Amazonas,Stable_Forest,-62.77934753562744,-4.027461829057256,2020,373.190826,287.5,303.5,444.5,329.5,737.0,1892.0,2367.0,2302.0,2681.5,3033.0,1538.5,658.0,114.5,3557.0,4.0,34.0,46.0,31.0,0.7495725154876709,2.4610106051154084,-0.6763153076171875
Brazil,Amazonas,Stable_Forest,-60.43222936127995,-6.614430184264655,2020,103.888634,246.5,237.0,418.5,233.5,713.5,2183.5,2787.0,2600.0,3064.0,3167.5,1487.5,585.0,147.5,3670.5,4.0,24.0,43.0,24.5,0.8351861834526062,2.6595864239154867,-0.7227099537849426
Brazil,Amazonas,Stable_Forest,-59.990078578436325,-4.914997329767344,2020,136.260971,195.0,254.0,390.0,235.0,709.0,2172.0,2767.0,2844.0,3134.0,3223.0,1500.0,608.0,82.0,3801.0,4.0,24.0,40.0,26.0,0.8473530411720276,2.775531914893617,-0.7588126063346863
Brazil,Amazonas,Stable_Forest,-59.76747605103151,-7.784216347245096,2020,168.450455,176.5,208.0,333.0,174.0,597.0,1855.0,2358.0,2394.5,2605.0,2726.0,1230.5,511.5,58.0,2966.0,4.0,18.0,34.0,22.0,0.8645123839378357,2.9535780792764035,-0.7558203339576721
Brazil,Amazonas,Stable_Forest,-61.6065969322094,-6.981841135469539,2020,163.537048,171.5,166.0,257.5,149.5,536.0,1811.5,2333.0,2170.0,2626.5,2983.5,1280.0,484.0,64.5,3527.5,4.0,15.0,27.5,18.0,0.8710929155349731,2.7708447613823366,-0.7878475785255432
Brazil,Amazonas,Stable_Forest,-62.1905916984155,-3.8585785556427865,2020,52.46103286743164,252.0,191.0,309.0,192.0,614.0,1550.0,1709.0,1128.0,2125.0,2606.0,1070.0,468.0,150.0,3281.0,4.0,20.0,32.0,20.0,0.7090908885002136,2.7578078962875665,-0.5699373483657837
Brazil,Amazonas,Stable_Forest,-64.09573875297619,-11.162959793875439,2020,211.718155,253.0,285.0,426.0,255.0,696.0,2289.0,3011.0,3378.0,3416.0,3367.0,1566.0,660.0,81.0,3398.0,4.0,26.0,44.0,29.0,0.8596201539039612,2.8170665704492155,-0.7760252356529236
Brazil,Amazonas,Stable_Forest,-55.568840244585274,-4.31384474163456,2020,72.20872497558594,149.0,215.0,364.0,235.0,682.0,1959.0,2516.0,2646.0,2830.0,2761.0,1437.0,638.0,64.0,3212.0,4.0,24.0,37.0,22.0,0.8368622064590454,2.4657394150132954,-0.7581395506858826
Brazil,Amazonas,Stable_Forest,-62.40106696948471,-10.566298782163253,2020,222.215424,322.0,278.0,459.0,322.0,894.0,2027.0,2531.0,2657.0,2778.0,2786.0,1957.0,990.0,81.0,3211.0,4.0,33.0,47.0,30.0,0.7838200926780701,2.330339321357285,-0.705391526222229
Brazil,Amazonas,Stable_Forest,-61.28760517481856,-7.105089992450737,2020,171.554703,143.0,160.5,311.5,167.0,539.5,1685.5,2156.5,2220.0,2455.5,2686.0,1276.5,513.5,59.0,3565.5,4.0,16.5,32.0,17.0,0.8600754141807556,2.5417853163303206,-0.7539008259773254
Brazil,Amazonas,Stable_Forest,-57.45961425460004,-10.817557567131484,2020,79.302933,158.5,187.0,411.0,184.5,747.0,2497.0,3233.5,3035.5,3587.0,3147.0,1375.0,541.5,63.0,2774.0,4.0,19.5,42.5,19.5,0.8854037523269653,2.600328347318497,-0.7614971995353699
Brazil,Amazonas,Stable_Forest,-63.04039795719257,-10.864000467320462,2020,238.853577,169.5,206.0,393.5,194.0,575.0,2267.0,2951.0,3312.0,3232.0,3084.5,1295.0,509.0,75.0,3245.5,4.0,21.0,40.0,21.0,0.8893325924873352,2.658594815825375,-0.787613034248352
Brazil,Amazonas,Stable_Forest,-55.42403182078521,-8.031792039548435,2020,17.022336959838867,227.5,241.0,484.0,343.5,997.5,2326.0,2842.5,2774.5,3144.5,3285.5,2165.0,1122.5,72.0,2553.0,4.0,35.5,49.5,26.0,0.7796664237976074,2.0064377682403434,-0.7029308080673218
Brazil,Amazonas,Stable_Forest,-64.46476667169249,-11.287106966140758,2020,227.671722,239.5,476.5,644.5,513.0,831.5,2130.0,2699.5,2858.0,3071.5,3056.5,1566.5,700.0,79.0,3302.5,4.0,52.5,66.0,49.0,0.6956392526626587,2.4806939595895483,-0.6319771409034729
Brazil,Amazonas,Stable_Forest,-56.049708416174454,-8.255472545294197,2020,2.2325069904327393,324.0,425.5,577.0,577.0,1010.0,2219.0,2684.5,2421.0,2971.5,2995.0,2064.0,1102.0,63.5,2308.5,4.0,59.5,59.0,43.5,0.6150767207145691,1.7120044564107326,-0.6150767207145691
Brazil,Amazonas,Stable_Forest,-61.99206402062509,-7.806404734762848,2020,123.89419555664062,207.0,229.0,379.0,212.0,709.0,2099.0,2567.0,2709.0,2932.0,2859.0,1450.0,600.0,60.0,3518.0,4.0,22.0,39.0,23.0,0.8548442125320435,2.7566791786266283,-0.7545337080955505
Brazil,Amazonas,Stable_Forest,-60.41974277883069,-6.820773205026908,2020,103.655251,252.0,217.0,354.0,197.0,701.0,2095.0,2645.0,2446.0,3014.0,3210.0,1545.0,607.0,121.0,3647.0,4.0,22.0,37.0,22.0,0.8509269952774048,2.809143142643018,-0.7471428513526917
Brazil,Amazonas,Stable_Forest,-59.417672079395366,-11.460841142089473,2020,294.501831,186.33333333333334,242.5,420.0,323.0,678.0,1930.0,2401.0,2394.0,2759.0,2772.0,1568.0,702.0,57.0,2539.0,4.0,33.0,43.0,25.0,0.7622377872467041,2.0592622054290546,-0.7014925479888916
Brazil,Amazonas,Stable_Forest,-62.5596196171318,-11.30794788073233,2020,0.724261999130249,168.0,182.0,362.0,192.0,653.0,2030.5,2609.5,2450.0,2940.0,2866.5,1387.0,570.0,101.5,2971.5,4.0,19.5,37.0,19.5,0.8546555638313293,2.5223413762287756,-0.7425320148468018
Brazil,Amazonas,Stable_Forest,-63.309802710900016,-11.019049685359493,2020,0.005799000151455402,241.0,303.0,493.0,267.0,776.0,2395.0,3026.0,3419.0,3419.0,3099.0,1559.0,657.0,86.0,3165.0,4.0,28.0,51.0,30.0,0.8551275134086609,2.865975631933079,-0.7479550242424011
Brazil,Amazonas,Stable_Forest,-60.202619974659,-5.660688847114959,2020,359.294891,255.5,253.0,325.0,196.5,574.0,1787.0,2302.0,2230.0,2680.5,2952.0,1304.0,538.5,72.0,3726.5,4.0,20.5,33.5,27.5,0.8380383253097534,3.3611570247933886,-0.7455968856811523
Brazil,Amazonas,Stable_Forest,-61.173788628320615,-10.959401550493956,2020,191.709976,227.0,257.0,448.0,283.0,794.0,2269.0,2966.0,2872.0,3280.0,3100.0,1640.0,706.0,70.0,2872.0,4.0,29.0,46.0,28.0,0.8206022381782532,2.4484584830716853,-0.7301204800605774
Brazil,Amazonas,Stable_Forest,-64.58451209906562,-11.912064909302709,2020,102.510429,204.0,235.0,389.0,216.0,687.0,2332.0,3038.0,3164.0,3243.0,3047.0,1464.0,579.0,76.0,3341.0,4.0,22.0,39.0,24.0,0.8721893429756165,2.7311469334815635,-0.7810301184654236
Brazil,Amazonas,Stable_Forest,-60.061853969637475,-6.337838908284254,2020,109.63063049316406,244.0,241.0,385.5,206.0,653.0,1975.0,2527.5,2581.5,2819.0,2992.0,1426.5,570.5,72.0,3563.0,4.0,22.0,40.0,25.5,0.8521972894668579,2.9531327697662855,-0.7401415705680847
Brazil,Amazonas,Stable_Forest,-58.47120709604704,-10.950508229181173,2020,74.035957,405.0,565.0,803.0,1078.0,1532.0,2004.0,2339.0,2480.0,2751.0,2814.0,3846.0,2453.0,69.0,2353.0,5.0,108.0,83.0,55.0,0.39404159784317017,0.7439244401995118,-0.510813295841217
Brazil,Amazonas,Stable_Forest,-58.73629993639071,-8.450945951118605,2020,142.413116,171.66666666666666,200.0,346.0,179.0,617.5,1999.0,2515.25,2633.6666666666665,2793.0,3079.2,1351.0,525.5,65.0,3061.0,4.0,19.0,36.0,21.0,0.8727186322212219,2.7784485360700275,-0.7677592635154724
Brazil,Amazonas,Stable_Forest,-60.289487062633356,-5.804598955630906,2020,357.098572,258.0,270.0,410.0,216.5,615.5,2044.5,2582.0,2777.0,2922.0,3008.0,1444.5,600.5,81.0,3666.0,4.0,22.5,42.0,28.0,0.8553532361984253,3.119517543859649,-0.7427047491073608
Brazil,Amazonas,Stable_Forest,-61.69436233546788,-5.481474947933114,2020,105.90262603759766,220.0,251.0,455.0,242.0,774.0,2295.0,2952.0,3006.0,3232.0,3135.0,1508.0,587.0,108.0,3652.0,4.0,25.0,47.0,25.0,0.8509852290153503,2.6819328546477776,-0.7370702028274536
Brazil,Amazonas,Stable_Forest,-62.215205537200376,-8.51840942895598,2020,85.572182,237.0,213.0,351.0,217.5,705.0,1911.5,2352.5,2047.5,2667.5,2840.0,1434.0,598.5,65.0,3307.5,4.0,23.5,37.5,22.5,0.807947039604187,2.6053530751708425,-0.707317054271698
Brazil,Amazonas,Stable_Forest,-55.8975338070446,-8.131954193727763,2020,92.240967,220.5,276.0,537.5,247.0,802.5,2504.5,3158.5,3661.0,3494.5,3310.5,1525.5,638.5,72.0,2786.0,4.0,26.5,55.5,30.5,0.8735926151275635,2.7765126870527004,-0.7439561486244202
Brazil,Amazonas,Stable_Forest,-63.731471905265714,-11.478268458601391,2020,215.428955,285.0,273.0,401.0,242.0,787.0,2189.0,2831.0,2717.0,3149.0,2984.0,1588.0,658.0,87.0,3210.0,4.0,25.0,41.0,27.0,0.8364312052726746,2.915194346289753,-0.7427838444709778
Brazil,Amazonas,Stable_Forest,-60.87635643774864,-5.2361450438400725,2020,298.931091,177.0,221.0,419.0,224.0,762.0,2254.0,2870.0,3218.0,3226.0,2957.0,1470.0,542.0,156.0,3871.0,4.0,23.0,43.0,23.0,0.8698431253433228,2.5761486835312337,-0.7695903182029724
Brazil,Amazonas,Stable_Forest,-63.27234296355223,-10.38205431739034,2020,8.644957542419434,284.0,257.0,386.0,263.0,689.0,1774.0,2282.0,2382.0,2604.0,2763.0,1511.0,709.0,81.0,3097.0,4.0,27.0,41.0,26.0,0.8011342287063599,2.6051143348905823,-0.7210982441902161
Brazil,Amazonas,Stable_Forest,-63.599868716142204,-9.953557926865328,2020,2.372633934020996,571.0,606.0,782.5,943.5,1144.5,1486.5,1694.5,1831.5,1893.5,2116.0,2576.0,1992.0,82.0,2955.5,5.0,96.0,79.5,63.0,0.3199999928474426,0.752925216211633,-0.40130069851875305
Brazil,Amazonas,Stable_Forest,-64.14514609360276,-10.267788613250337,2020,38.51157760620117,384.5,428.5,637.5,539.0,1101.0,2210.5,2579.0,2603.0,2888.5,3125.0,2443.5,1287.0,91.0,2978.0,4.0,55.5,65.0,44.0,0.6569064259529114,1.9662760788796798,-0.6065422296524048
Brazil,Amazonas,Stable_Forest,-59.32182183857981,-7.694564481889968,2020,120.853798,132.0,189.5,319.0,184.0,529.0,1906.0,2337.5,2374.5,2704.5,2975.5,1329.0,523.0,58.0,2977.5,4.0,19.0,32.5,19.0,0.8561657071113586,2.660634033766549,-0.7631334662437439
Brazil,Amazonas,Stable_Forest,-57.089418526014384,-10.746141502043981,2020,115.546722,146.0,191.0,430.0,205.5,667.0,2254.0,2815.0,2947.5,3128.5,2926.0,1269.0,503.5,63.0,2517.0,4.0,21.5,44.5,20.5,0.8696479797363281,2.4936340487449984,-0.7453737854957581
Brazil,Amazonas,Stable_Forest,-61.39621149266861,-11.801482297827596,2020,1.331117033958435,481.0,676.5,964.0,1359.0,1761.0,2150.5,2433.5,2581.0,2902.0,2890.0,4037.0,2532.5,81.0,2596.5,5.0,139.0,98.5,68.5,0.3101522922515869,0.5395381694556052,-0.4561353921890259
Brazil,Amazonas,Stable_Forest,-61.654477136852975,-11.752703777899905,2020,8.563830375671387,358.0,316.0,528.0,317.0,757.0,2517.0,3174.0,3582.0,3491.0,3426.0,1734.0,792.0,87.0,2812.0,4.0,32.0,55.0,30.0,0.8373941779136658,2.6203852327447836,-0.7430657148361206
Brazil,Amazonas,Stable_Forest,-55.29431509375835,-5.259860567340828,2020,144.259766,197.5,225.5,442.5,216.0,800.5,2507.5,3307.5,3379.0,3608.0,3407.0,1668.0,696.5,61.0,3251.5,4.0,22.5,45.5,23.5,0.8798331022262573,2.649300611441494,-0.7684155702590942
Brazil,Amazonas,Stable_Forest,-59.61512177884483,-11.47126159938526,2020,263.434753,138.5,253.0,425.0,293.5,664.0,1817.5,2345.0,2847.5,2686.5,2838.5,1314.0,590.0,57.0,2520.0,4.0,30.0,43.5,26.0,0.8131168484687805,2.3543510324483776,-0.7402597665786743
Brazil,Amazonas,Stable_Forest,-62.497007041828674,-7.159168572554733,2020,180.10169982910156,248.5,233.0,375.0,202.5,700.0,2222.5,2837.5,2770.5,3174.0,3121.5,1371.0,511.0,69.0,3608.0,4.0,21.0,38.0,23.5,0.8637739419937134,2.8673514962036624,-0.7615641355514526
Brazil,Amazonas,Stable_Forest,-55.99473152078634,-7.630873928245893,2020,60.757904052734375,184.0,213.0,408.0,212.0,699.0,2100.0,2685.0,2677.0,2979.0,2905.0,1367.0,565.0,63.0,3075.0,4.0,23.0,43.0,23.0,0.8532364368438721,2.6195536663124335,-0.7354943156242371
Brazil,Amazonas,Stable_Forest,-61.801800843448575,-9.42130612102451,2020,61.54627227783203,129.5,180.0,276.0,144.5,483.0,1789.0,2230.0,2461.0,2625.5,2828.5,1168.5,451.0,64.0,3298.5,4.0,15.5,28.5,18.5,0.8890807628631592,2.926351692774128,-0.7983193397521973
Brazil,Amazonas,Stable_Forest,-55.59722700756345,-5.441589749318207,2020,152.317245,170.5,201.5,334.0,188.0,679.5,2238.0,2880.5,2702.0,3214.0,3121.5,1579.5,659.5,64.0,3173.0,4.0,19.5,34.0,21.0,0.8698961734771729,2.709343679275784,-0.7799736261367798
Brazil,Amazonas,Stable_Forest,-61.1976838148782,-7.2192658650623285,2020,169.628357,150.0,159.5,287.5,175.0,618.5,1797.0,2302.0,2162.5,2577.5,2628.5,1289.5,509.5,65.0,3594.5,4.0,18.5,29.5,17.0,0.8502673506736755,2.46313049944231,-0.7653061151504517
Brazil,Amazonas,Stable_Forest,-56.240420750993025,-9.092073569394707,2020,164.444962,186.0,194.0,411.0,188.0,600.0,2456.0,3151.0,3614.0,3446.0,3559.0,1401.0,538.0,68.0,2495.0,4.0,20.0,42.0,20.0,0.9011046886444092,2.6049270072992705,-0.7957764267921448
Brazil,Amazonas,Stable_Forest,-63.821932254376556,-9.296350465003487,2020,201.991135,380.0,346.5,504.0,312.0,772.5,2120.0,2838.0,2716.0,3084.0,3180.0,1509.0,660.0,103.0,3355.0,4.0,31.5,51.5,35.5,0.7939233779907227,3.0197211405602307,-0.686956524848938
Brazil,Amazonas,Stable_Forest,-61.59420018128855,-5.67039065218345,2020,191.855423,260.5,219.5,334.5,190.0,674.0,2172.5,2814.0,2309.5,3052.0,3126.5,1447.0,580.0,66.0,3398.5,4.0,18.5,34.0,23.5,0.8479695916175842,2.9368158514618266,-0.7469742894172668
Brazil,Amazonas,Stable_Forest,-62.929006861961746,-9.431457083735062,2020,56.65503692626953,277.0,225.5,298.5,203.5,558.0,1710.5,2227.5,1968.5,2569.0,2881.5,1381.0,567.5,73.0,3445.0,4.0,21.5,31.0,22.5,0.8126150965690613,2.943138235784559,-0.7366563677787781
Brazil,Amazonas,Stable_Forest,-61.33081413998471,-4.365228375886197,2020,79.097153,263.5,248.0,403.5,225.5,728.0,2195.5,2675.0,2518.0,3042.0,3212.0,1372.0,534.0,201.0,3314.0,4.0,24.0,41.5,26.0,0.8356114625930786,2.8485337972166995,-0.7237720489501953
Brazil,Amazonas,Stable_Forest,-60.62887057697371,-9.191517071346738,2020,0.28684601187705994,621.0,805.0,1012.0,1028.0,1417.0,2003.0,2300.0,2352.0,2639.0,2802.0,3142.0,2254.0,165.0,3013.0,4.0,104.0,103.0,85.0,0.39171597361564636,1.33279645661365,-0.3983353078365326
Brazil,Amazonas,Stable_Forest,-58.17646985132742,-10.631067314148272,2020,252.824448,196.0,212.0,436.0,225.0,783.0,2638.0,3281.0,3269.5,3694.5,3443.5,1606.0,641.0,63.0,2800.5,4.0,23.5,45.0,23.5,0.8712261915206909,2.5115492492987954,-0.7646741271018982
Brazil,Amazonas,Stable_Forest,-56.74653158206596,-8.139500042114367,2020,0.0944330021739006,220.0,241.0,469.0,270.0,836.0,2196.0,2599.0,2556.0,2859.0,2845.0,1432.0,628.0,56.0,2687.0,4.0,28.0,48.0,25.0,0.808917224407196,2.4119012449883943,-0.6899173259735107
Brazil,Amazonas,Stable_Forest,-60.528169433623916,-11.477819300959332,2020,61.378456115722656,187.0,220.0,374.0,208.0,559.0,1814.0,2331.0,2787.0,2723.0,2816.0,1285.0,517.0,69.0,2656.0,4.0,22.0,37.0,25.0,0.8611018657684326,2.7022212908633696,-0.7633660435676575
